"x","lx","cohort"
23,76377.7024138307,1894
24,75860.7324310825,1894
25,75220.7700517918,1894
26,74794.2832066106,1894
27,74481.4555413843,1894
28,74253.9283291519,1894
29,73992.7224529892,1894
30,73756.2989301518,1894
31,73504.5748511885,1894
32,73292.7642154916,1894
33,73127.1583942177,1894
34,72881.8881992328,1894
35,72649.0303571764,1894
36,72443.7777221396,1894
37,72211.0500790412,1894
38,71976.6689524618,1894
39,71784.921691698,1894
40,71525.1002909734,1894
41,71263.2479399416,1894
42,70966.8148423655,1894
43,70590.6285418192,1894
44,70291.6577375488,1894
45,69901.1006520318,1894
46,69555.1962157053,1894
47,69223.2144744184,1894
48,68793.7179490174,1894
49,68355.4548056156,1894
50,67869.9525408791,1894
51,67348.7744470025,1894
52,66876.5044227149,1894
53,66303.3317617749,1894
54,65721.3626966686,1894
55,65124.4490171793,1894
56,64408.1716581478,1894
57,63697.2808075123,1894
58,62965.6715738527,1894
59,62156.8419372468,1894
60,61279.6491000165,1894
61,60340.0146488627,1894
62,59478.0292046236,1894
63,58401.5242955771,1894
64,57197.1976801079,1894
65,55966.8148913875,1894
66,54580.0405912922,1894
67,52911.4041428367,1894
68,51220.471677765,1894
69,49398.5021580224,1894
70,47503.943368756,1894
71,45422.7857109297,1894
72,43163.7755025472,1894
73,40985.6711591162,1894
74,38722.1643128481,1894
75,36368.1458780631,1894
76,34063.9824559569,1894
77,31704.509883905,1894
78,29251.0337022667,1894
79,26759.6078214159,1894
80,24189.4019912504,1894
81,21920.903796606,1894
82,19465.127250127,1894
83,17315.1366191993,1894
84,15189.2248933897,1894
85,13165.1194460944,1894
86,11234.6987370066,1894
87,9458.14982688055,1894
88,7916.12656028946,1894
89,6577.3903643948,1894
90,5222.74834081957,1894
91,4105.86941010397,1894
92,3198.95022029584,1894
93,2418.24453714224,1894
94,1792.36985456055,1894
95,1309.65687603468,1894
96,851.143916355119,1894
97,556.187094431446,1894
98,369.509085612683,1894
99,213.733534559613,1894
100,134.33074857973,1894
101,80.0367547727781,1894
102,55.0051799066722,1894
103,28.7069238723762,1894
104,10.5606871119209,1894
105,2.06825149303138,1894
106,0.405055484846048,1894
107,0.0793278507747597,1894
108,0.015535915804064,1894
0,1e+05,1895
1,85210.4397176602,1895
2,83216.3420865224,1895
3,82266.9366836234,1895
4,81664.3718810023,1895
5,81158.7262310018,1895
6,80810.1531322077,1895
7,80509.5704706737,1895
8,80255.4272845603,1895
9,80046.199412092,1895
10,79863.0892102856,1895
11,79688.7444705504,1895
12,79551.3462413383,1895
13,79408.023644093,1895
14,79261.4092201349,1895
15,79104.0331332174,1895
16,78909.3978203385,1895
17,78687.8417146215,1895
18,78463.4986159341,1895
19,78211.760758944,1895
20,77940.019608107,1895
21,77639.3896189893,1895
22,77250.7803619535,1895
23,76744.8219756227,1895
24,76036.1462643135,1895
25,75665.0765541189,1895
26,75360.7332531466,1895
27,75087.0941941218,1895
28,74861.0514793392,1895
29,74638.0856606504,1895
30,74409.1521317573,1895
31,74156.35520179,1895
32,73909.6003084431,1895
33,73710.3270955414,1895
34,73496.1592509142,1895
35,73308.6685817876,1895
36,73067.6699308915,1895
37,72849.0166720452,1895
38,72585.0410747211,1895
39,72368.7415033335,1895
40,72083.2553317815,1895
41,71780.2942779053,1895
42,71509.4003990915,1895
43,71215.1372327349,1895
44,70909.2271043441,1895
45,70559.6363114091,1895
46,70224.3874858242,1895
47,69866.4916031552,1895
48,69462.0796520087,1895
49,69046.0240976053,1895
50,68563.0917358241,1895
51,68094.638837053,1895
52,67571.2442389843,1895
53,67067.6173110583,1895
54,66477.0062894945,1895
55,65883.2069312626,1895
56,65165.5174555013,1895
57,64439.281413629,1895
58,63683.5838144153,1895
59,62866.8397013438,1895
60,61953.8962031034,1895
61,60980.131812623,1895
62,59927.9891161638,1895
63,58660.2902033189,1895
64,57450.3921716274,1895
65,56055.3651164942,1895
66,54587.9811292609,1895
67,53058.3652157699,1895
68,51307.3719889953,1895
69,49393.1809102168,1895
70,47431.4934246385,1895
71,45370.9721772471,1895
72,42865.4149496188,1895
73,40667.2612344107,1895
74,38365.3192327129,1895
75,35915.7313179659,1895
76,33762.2104170203,1895
77,31533.5878498513,1895
78,29191.5915617551,1895
79,26686.9201682875,1895
80,24346.5962769901,1895
81,21878.7128639489,1895
82,19730.4879078764,1895
83,17679.4399845499,1895
84,15270.2459833525,1895
85,13243.8323074063,1895
86,11288.5514946314,1895
87,9450.12334067681,1895
88,7863.38528976369,1895
89,6380.54509904648,1895
90,5172.43504475433,1895
91,4051.63938300961,1895
92,3209.81392292047,1895
93,2372.51035922242,1895
94,1703.24714441591,1895
95,1226.24417547508,1895
96,922.223251860806,1895
97,641.958193223499,1895
98,387.083653675468,1895
99,238.362433265569,1895
100,139.278971545598,1895
101,88.5126587068888,1895
102,51.2961004437938,1895
103,36.6150851413504,1895
104,25.1681037527308,1895
105,12.9217353202404,1895
106,4.49323428815846,1895
107,1.34682974907347,1895
108,0.403707053017425,1895
0,1e+05,1896
1,85785.2201857882,1896
2,83721.0336360015,1896
3,82726.2545016556,1896
4,82146.298254747,1896
5,81742.7198360316,1896
6,81405.9570787532,1896
7,81126.6695006837,1896
8,80901.3330686208,1896
9,80707.4291084819,1896
10,80523.5548365903,1896
11,80389.9878040504,1896
12,80249.9304746731,1896
13,80112.5084440332,1896
14,79976.7892474012,1896
15,79808.6482552824,1896
16,79616.0507568137,1896
17,79417.8087756336,1896
18,79189.8618496012,1896
19,78938.3980410559,1896
20,78641.0122067718,1896
21,78278.892872583,1896
22,77718.0865041748,1896
23,77107.9244626946,1896
24,76705.4481612715,1896
25,76369.7194618318,1896
26,76092.7722352803,1896
27,75879.9766738661,1896
28,75672.7224510972,1896
29,75453.6084355378,1896
30,75225.5885412703,1896
31,74988.4732775511,1896
32,74765.4222448041,1896
33,74550.767935666,1896
34,74323.9558246407,1896
35,74088.1142217407,1896
36,73844.3993896788,1896
37,73592.8690583023,1896
38,73342.146424691,1896
39,73049.3027188667,1896
40,72806.167687555,1896
41,72517.1901132876,1896
42,72245.3619306047,1896
43,71956.3295453246,1896
44,71592.9269345732,1896
45,71292.1749872006,1896
46,70948.5989068555,1896
47,70662.3084442511,1896
48,70278.8971210647,1896
49,69904.2119226071,1896
50,69521.2365359985,1896
51,68956.954878692,1896
52,68377.8512551518,1896
53,67844.1778001188,1896
54,67296.3371495692,1896
55,66764.6672696558,1896
56,66118.1639130353,1896
57,65422.6836971574,1896
58,64644.1137994519,1896
59,63791.3545595383,1896
60,62831.8883022546,1896
61,61875.1487751017,1896
62,60763.7524916557,1896
63,59589.2915514165,1896
64,58377.6597899077,1896
65,57012.6657834791,1896
66,55454.5290072064,1896
67,53768.7876393581,1896
68,51958.5452212073,1896
69,50025.4850900593,1896
70,48002.0949356333,1896
71,45757.6209355706,1896
72,43591.0111651095,1896
73,41391.6298219817,1896
74,38954.9992943899,1896
75,36712.1256761592,1896
76,34196.1569692519,1896
77,31817.8348004412,1896
78,29357.0298547746,1896
79,26996.1174086478,1896
80,24408.4314654655,1896
81,22176.1330725076,1896
82,19834.6756821531,1896
83,17445.430588049,1896
84,15282.3511291145,1896
85,13174.7080224743,1896
86,11327.600258814,1896
87,9500.60760849131,1896
88,7850.1555032272,1896
89,6364.65665806561,1896
90,5192.33316982303,1896
91,4161.9175455277,1896
92,3216.63446948026,1896
93,2433.52098736653,1896
94,1796.5308288283,1896
95,1348.86157694955,1896
96,937.432984040516,1896
97,618.220146728043,1896
98,377.44451051531,1896
99,251.773030872152,1896
100,148.351936908564,1896
101,80.999556663007,1896
102,43.0716381954518,1896
103,17.761584702705,1896
104,9.11910164751614,1896
105,5.27998474358219,1896
106,2.17732364454222,1896
107,0.897869687757142,1896
108,0.370257301074138,1896
0,1e+05,1897
1,85848.5938035015,1897
2,83804.5992010302,1897
3,82848.7504589402,1897
4,82298.4951407497,1897
5,81892.0553722141,1897
6,81582.0848927428,1897
7,81334.1380109407,1897
8,81115.9205989662,1897
9,80909.705989439,1897
10,80766.4431398851,1897
11,80614.5038126569,1897
12,80468.9747589221,1897
13,80338.2556847177,1897
14,80182.9994821004,1897
15,80011.8099906773,1897
16,79833.1077541956,1897
17,79623.2381514058,1897
18,79386.5347081901,1897
19,79112.6912091469,1897
20,78758.3687519028,1897
21,78128.5985091963,1897
22,77331.6971822189,1897
23,76935.9634623073,1897
24,76602.8623976492,1897
25,76331.4236534064,1897
26,76068.81003293,1897
27,75861.6601366197,1897
28,75613.660385974,1897
29,75406.4412746254,1897
30,75175.893151433,1897
31,74994.8952372051,1897
32,74796.3367828562,1897
33,74600.544862358,1897
34,74378.4461597773,1897
35,74170.7766706462,1897
36,73931.6556831677,1897
37,73690.4153499954,1897
38,73490.447851204,1897
39,73239.1122915636,1897
40,72990.5313852171,1897
41,72711.1701833325,1897
42,72364.2463445242,1897
43,72105.0412056494,1897
44,71798.9482127669,1897
45,71516.1733137685,1897
46,71288.2955698907,1897
47,70901.8058222387,1897
48,70428.8083525711,1897
49,70018.4393653145,1897
50,69582.3514895904,1897
51,69134.4897499537,1897
52,68620.8981143192,1897
53,68135.7517713169,1897
54,67551.412382327,1897
55,66917.5891275772,1897
56,66260.2430546013,1897
57,65484.443104123,1897
58,64694.0415060826,1897
59,63776.951446549,1897
60,62870.6382399549,1897
61,61762.1219485214,1897
62,60605.1650194934,1897
63,59529.8927177638,1897
64,58323.1110335771,1897
65,56850.055378463,1897
66,55350.5544017187,1897
67,53576.7695007268,1897
68,51754.2249212708,1897
69,49883.2139594581,1897
70,47830.0385254463,1897
71,45769.700193569,1897
72,43440.9603422604,1897
73,41065.121271613,1897
74,38795.4463096447,1897
75,36367.0659479731,1897
76,33787.220002933,1897
77,31257.3082241434,1897
78,28740.3148557749,1897
79,26214.762565386,1897
80,23902.0106691349,1897
81,21552.5682864715,1897
82,19298.7114930637,1897
83,17071.7308790641,1897
84,14864.8083689566,1897
85,12903.6375034881,1897
86,11022.0224285438,1897
87,9212.37156658236,1897
88,7646.95990144808,1897
89,6280.65215184303,1897
90,5013.09243302091,1897
91,4047.33493882853,1897
92,3159.07612233515,1897
93,2353.1211682288,1897
94,1747.54454797761,1897
95,1262.13825500665,1897
96,838.903070671735,1897
97,545.169695406751,1897
98,368.889494660064,1897
99,247.892629555364,1897
100,154.118941861244,1897
101,92.3972066450641,1897
102,60.6893437426105,1897
103,25.258598768581,1897
104,13.8663701244479,1897
105,8.04062941077382,1897
106,3.42056762781568,1897
107,1.02530203065551,1897
108,0.307330352283552,1897
0,1e+05,1898
1,84889.8781189148,1898
2,82900.1536390431,1898
3,82050.1237045066,1898
4,81513.8948872036,1898
5,81138.1124644844,1898
6,80872.9650248623,1898
7,80632.4613697673,1898
8,80411.5966036186,1898
9,80255.4027993835,1898
10,80093.042627373,1898
11,79937.2721624362,1898
12,79809.4960885691,1898
13,79665.6491000775,1898
14,79515.4210934022,1898
15,79363.7273637003,1898
16,79184.5673134275,1898
17,78977.4969024661,1898
18,78761.0063875468,1898
19,78468.7504445222,1898
20,78010.0177015225,1898
21,77197.5382764911,1898
22,76739.0191103659,1898
23,76384.2224813279,1898
24,76115.5338173913,1898
25,75855.2574677839,1898
26,75650.5850593037,1898
27,75437.1819465986,1898
28,75215.2146845553,1898
29,75009.7430473746,1898
30,74732.9317446836,1898
31,74523.3876466353,1898
32,74353.0446601042,1898
33,74148.3478723858,1898
34,73921.1241820912,1898
35,73664.8978367047,1898
36,73442.7876247965,1898
37,73179.8935360319,1898
38,72948.2639303224,1898
39,72635.4670479753,1898
40,72428.5598874747,1898
41,72177.3535544072,1898
42,71898.3916345552,1898
43,71668.9344193914,1898
44,71406.6740612271,1898
45,71113.9449422876,1898
46,70763.3314608736,1898
47,70360.2328117895,1898
48,69957.9556915645,1898
49,69519.2494666673,1898
50,69097.143258381,1898
51,68680.2008651439,1898
52,68192.5829567012,1898
53,67682.7342531327,1898
54,67123.0629988302,1898
55,66518.9706952088,1898
56,65825.8206527391,1898
57,65197.1279406697,1898
58,64410.2837334571,1898
59,63520.9187439309,1898
60,62480.9186732417,1898
61,61549.6946778411,1898
62,60405.5579789946,1898
63,59255.7973865272,1898
64,57956.9985790215,1898
65,56491.0676390053,1898
66,55025.9568863364,1898
67,53365.5039779015,1898
68,51597.3522528668,1898
69,49776.1022133037,1898
70,47838.1785296493,1898
71,45785.2370614195,1898
72,43537.4745703318,1898
73,41243.2027786581,1898
74,38886.207691748,1898
75,36476.7010390126,1898
76,34117.5953303476,1898
77,31642.087344375,1898
78,29105.4432710198,1898
79,26744.0222602369,1898
80,24382.3344489405,1898
81,21925.5470593219,1898
82,19575.9695335894,1898
83,17340.0504786302,1898
84,15169.6383553821,1898
85,13130.6044996985,1898
86,11159.7235515916,1898
87,9392.58732475587,1898
88,7777.58492617859,1898
89,6360.25306208938,1898
90,5203.39141796965,1898
91,4106.99396918016,1898
92,3147.8690080314,1898
93,2355.2191676939,1898
94,1769.66441078585,1898
95,1228.34586930381,1898
96,798.746780285821,1898
97,516.657361228542,1898
98,309.046274598828,1898
99,195.140713637333,1898
100,118.183088876471,1898
101,54.0255000178183,1898
102,27.2639571819211,1898
103,18.5953680274279,1898
104,9.04089950996391,1898
105,5.70263973864951,1898
106,3.30184397345941,1898
107,0.989715070494728,1898
108,0.296663297429558,1898
0,1e+05,1899
1,83907.8256897277,1899
2,82066.8763927284,1899
3,81279.6374289868,1899
4,80777.11342265,1899
5,80454.3461572944,1899
6,80187.8768725668,1899
7,79952.1246965249,1899
8,79773.1140213025,1899
9,79596.5766739268,1899
10,79424.4402757423,1899
11,79292.0326871748,1899
12,79151.516361066,1899
13,79011.8619840376,1899
14,78879.2841088106,1899
15,78730.9344463196,1899
16,78556.8156134043,1899
17,78326.6272435866,1899
18,78063.7928870316,1899
19,77739.7746734624,1899
20,77128.2175550506,1899
21,76707.5252972551,1899
22,76338.3099947622,1899
23,76107.0712743687,1899
24,75864.3920325951,1899
25,75620.678656744,1899
26,75407.3302515069,1899
27,75210.7101262385,1899
28,75027.5648651635,1899
29,74837.3460791099,1899
30,74683.689964919,1899
31,74441.7840063113,1899
32,74242.9471291908,1899
33,74056.0778017538,1899
34,73830.4723840841,1899
35,73642.508352345,1899
36,73372.8413284303,1899
37,73149.348504809,1899
38,72923.7250044794,1899
39,72678.1883391154,1899
40,72398.6956716779,1899
41,72116.238969237,1899
42,71856.1202312362,1899
43,71550.8791483899,1899
44,71316.3789452392,1899
45,71059.3849937706,1899
46,70672.5541909849,1899
47,70345.0544065347,1899
48,69942.6714724107,1899
49,69578.9562870128,1899
50,69137.0129722717,1899
51,68753.5369569303,1899
52,68264.6899132939,1899
53,67755.7019235242,1899
54,67168.1066343135,1899
55,66507.2944830175,1899
56,65857.9132010215,1899
57,65205.720842942,1899
58,64395.6874312684,1899
59,63487.0835806643,1899
60,62548.0509227539,1899
61,61614.4314438632,1899
62,60456.1230361622,1899
63,59154.0681092976,1899
64,57804.8409411534,1899
65,56280.1659173353,1899
66,54662.5039199727,1899
67,52947.4907594929,1899
68,51192.5976532298,1899
69,49267.9273612354,1899
70,47054.6725050516,1899
71,44900.9778005799,1899
72,42925.4761507405,1899
73,40536.0386345793,1899
74,38318.0685618003,1899
75,35823.9540920667,1899
76,33571.8360761696,1899
77,31027.367863973,1899
78,28528.5495440987,1899
79,26207.1728684229,1899
80,23820.6285741127,1899
81,21367.1553553049,1899
82,18932.7318445731,1899
83,16785.4355954143,1899
84,14677.9903904565,1899
85,12695.9445435011,1899
86,10877.6734911576,1899
87,9138.20463914158,1899
88,7714.57946163627,1899
89,6284.85837391587,1899
90,4981.42903739434,1899
91,3899.43763316169,1899
92,3056.66928013705,1899
93,2295.14486783391,1899
94,1614.55348692915,1899
95,1152.98946367868,1899
96,784.559268244092,1899
97,510.94075188706,1899
98,287.353759929219,1899
99,174.109832349909,1899
100,127.995359939282,1899
101,96.4194450881585,1899
102,62.9818438712892,1899
103,34.1402356886335,1899
104,22.8848843584724,1899
105,5.74303686897065,1899
106,2.44314779301119,1899
107,0.00681202630783286,1899
108,1.89934078287643e-05,1899
0,1e+05,1900
1,85367.6708634667,1900
2,83522.0079171359,1900
3,82815.7408018269,1900
4,82367.5071920794,1900
5,82044.1578247883,1900
6,81793.3852508926,1900
7,81582.6568411479,1900
8,81389.8375443227,1900
9,81204.4540657508,1900
10,81061.4300205618,1900
11,80920.2098825988,1900
12,80784.912543512,1900
13,80665.8976158963,1900
14,80542.9256064629,1900
15,80406.003674862,1900
16,80211.4820983742,1900
17,79958.4935409668,1900
18,79622.9493914453,1900
19,79196.0806246388,1900
20,78799.9474403892,1900
21,78453.2720684862,1900
22,78164.463712695,1900
23,77938.8587817691,1900
24,77744.0455544317,1900
25,77526.7712662339,1900
26,77316.9678131681,1900
27,77070.8512248504,1900
28,76893.3711989603,1900
29,76706.2005622119,1900
30,76487.1604535021,1900
31,76217.056003469,1900
32,76000.3328993874,1900
33,75762.9580422899,1900
34,75549.0928547947,1900
35,75344.0167824881,1900
36,75131.3588731737,1900
37,74894.0190048645,1900
38,74635.6722382333,1900
39,74417.9889651097,1900
40,74159.2792250329,1900
41,73933.0525816965,1900
42,73701.3731598025,1900
43,73417.9241959366,1900
44,73085.6347590374,1900
45,72720.6340434057,1900
46,72364.6750612756,1900
47,71961.5713532656,1900
48,71597.0651756176,1900
49,71212.6411920683,1900
50,70842.1748382173,1900
51,70412.6225514315,1900
52,69944.3275713244,1900
53,69367.8436912987,1900
54,68808.4360110986,1900
55,68126.8314406986,1900
56,67389.453404412,1900
57,66693.2360110025,1900
58,65883.7116840236,1900
59,64969.1622269703,1900
60,64126.7144037133,1900
61,63125.8237240415,1900
62,62067.0222340423,1900
63,60845.6813359246,1900
64,59494.2064163515,1900
65,57887.4523402143,1900
66,56200.8325283555,1900
67,54382.6766408869,1900
68,52524.5308502185,1900
69,50604.2329328754,1900
70,48477.1006649867,1900
71,46298.9164259989,1900
72,43997.2475788378,1900
73,41750.2668506853,1900
74,39329.5774201454,1900
75,36842.6104025621,1900
76,34236.7521158869,1900
77,31848.7584181047,1900
78,29509.5696390138,1900
79,27076.4277523993,1900
80,24429.3236009471,1900
81,21821.0515686699,1900
82,19492.9680824299,1900
83,17363.7030470906,1900
84,15242.5614439778,1900
85,13175.7396010446,1900
86,11296.4053380939,1900
87,9569.29034436031,1900
88,7995.84563259186,1900
89,6709.40384324668,1900
90,5297.9059484035,1900
91,4174.91860014616,1900
92,3246.47701825074,1900
93,2425.45579098958,1900
94,1780.62107071402,1900
95,1243.72731360722,1900
96,869.277352940794,1900
97,580.569646507778,1900
98,370.071554291582,1900
99,216.769160362428,1900
100,127.602310776675,1900
101,64.61431342618,1900
102,37.4490525604076,1900
103,17.4549387622551,1900
104,2.36226908126753,1900
105,0.00658651890557194,1900
106,1.83646442471231e-05,1900
107,5.12046140242737e-08,1900
108,1.42769577351632e-10,1900
0,1e+05,1901
1,85573.0252537387,1901
2,83775.6272363513,1901
3,83143.4121190919,1901
4,82706.440944694,1901
5,82387.0640185875,1901
6,82112.1169318497,1901
7,81880.4616485327,1901
8,81667.4909615688,1901
9,81498.1710046292,1901
10,81337.0939207093,1901
11,81184.8468347159,1901
12,81060.8077369158,1901
13,80942.968535579,1901
14,80820.9413827759,1901
15,80667.8181980033,1901
16,80450.1062609123,1901
17,80185.6037381339,1901
18,79733.6197950175,1901
19,79366.8216144693,1901
20,79030.1679164103,1901
21,78743.4260858628,1901
22,78516.4759422919,1901
23,78257.5645504779,1901
24,78019.4153848421,1901
25,77813.9112249786,1901
26,77618.1616303764,1901
27,77428.7460844603,1901
28,77228.967674604,1901
29,77021.791789637,1901
30,76799.1313287996,1901
31,76605.9019135093,1901
32,76357.4851573905,1901
33,76152.7464622543,1901
34,75932.6549511842,1901
35,75677.1610177886,1901
36,75435.4833414126,1901
37,75213.0678534786,1901
38,74993.2444783446,1901
39,74757.3971960103,1901
40,74490.0714812447,1901
41,74248.1358517865,1901
42,74023.0176182904,1901
43,73711.9696890927,1901
44,73373.1718025348,1901
45,73056.5208101421,1901
46,72690.6121482429,1901
47,72332.5190564885,1901
48,71965.8745662791,1901
49,71582.8133846172,1901
50,71153.6089893324,1901
51,70685.4133640234,1901
52,70208.7022476311,1901
53,69723.9497449783,1901
54,69178.2655548826,1901
55,68590.3449242228,1901
56,67904.8601685739,1901
57,67052.8005243488,1901
58,66245.0787191338,1901
59,65351.6531183357,1901
60,64371.2103138626,1901
61,63300.6795580979,1901
62,62168.5290662802,1901
63,60818.4690424148,1901
64,59370.4538262581,1901
65,57841.3758069809,1901
66,56188.147857118,1901
67,54425.6217357638,1901
68,52690.6395690257,1901
69,50806.2086167419,1901
70,48842.8338953465,1901
71,46681.7073602964,1901
72,44531.166176938,1901
73,42185.6749552882,1901
74,39761.5755488914,1901
75,37256.1397364399,1901
76,34819.9525658114,1901
77,32383.0790281158,1901
78,29875.4256978777,1901
79,27215.414477914,1901
80,24493.2322446827,1901
81,21954.9764642815,1901
82,19519.6350546616,1901
83,17224.4148445616,1901
84,15112.9977645683,1901
85,13223.9308928503,1901
86,11399.9109405307,1901
87,9644.54352601556,1901
88,8045.50770372848,1901
89,6625.24883203109,1901
90,5352.85473005815,1901
91,4183.07433339933,1901
92,3284.74981355713,1901
93,2423.05915113569,1901
94,1749.5877997853,1901
95,1198.95951546599,1901
96,858.249973542752,1901
97,547.527825418853,1901
98,359.634076284551,1901
99,209.486411217758,1901
100,111.947165182627,1901
101,75.6848994455544,1901
102,48.0697075335619,1901
103,19.9483158633598,1901
104,4.81959633408955,1901
105,1.16443458097806,1901
106,0.281332252617727,1901
107,0.120551703717277,1901
108,0.0361349109472907,1901
0,1e+05,1902
1,87149.5783592971,1902
2,85521.1105180624,1902
3,84942.2236181156,1902
4,84541.2080917863,1902
5,84215.7589285879,1902
6,83965.2879216713,1902
7,83750.0674232267,1902
8,83571.2003669196,1902
9,83400.1862209425,1902
10,83236.2764255388,1902
11,83110.5275785968,1902
12,82999.3704781886,1902
13,82890.3954720004,1902
14,82738.3096637929,1902
15,82559.8593174239,1902
16,82359.3869924617,1902
17,82025.1627087675,1902
18,81737.8154108075,1902
19,81467.7951164614,1902
20,81195.2464812299,1902
21,80967.1445100253,1902
22,80723.4874745292,1902
23,80488.8622838857,1902
24,80223.612549716,1902
25,79980.5307949005,1902
26,79778.3146024225,1902
27,79565.0265560869,1902
28,79355.1598911896,1902
29,79140.9589571022,1902
30,78953.7569438686,1902
31,78737.9271379152,1902
32,78536.4599531482,1902
33,78385.5219356836,1902
34,78182.9304589513,1902
35,77961.7919849792,1902
36,77786.8544323143,1902
37,77562.4993981307,1902
38,77335.9991761456,1902
39,77120.026323298,1902
40,76879.7761090595,1902
41,76636.9566005597,1902
42,76377.7891352591,1902
43,76061.3852866601,1902
44,75710.2866070685,1902
45,75408.3198097174,1902
46,75084.2388408218,1902
47,74782.0662912241,1902
48,74441.1022586481,1902
49,74034.0761839853,1902
50,73577.3611283871,1902
51,73098.4750655361,1902
52,72628.1402805604,1902
53,72061.4911986928,1902
54,71433.8969372891,1902
55,70778.3647887024,1902
56,70006.6664916528,1902
57,69247.1566482932,1902
58,68369.3483579873,1902
59,67443.5148849099,1902
60,66353.6399864995,1902
61,65178.6235032399,1902
62,63935.5891070228,1902
63,62548.0352523983,1902
64,61133.7469068865,1902
65,59623.6354629465,1902
66,57880.9114753228,1902
67,56087.2455014593,1902
68,54339.1505779734,1902
69,52398.8708128972,1902
70,50295.8521277503,1902
71,47995.6333987873,1902
72,45644.2893847914,1902
73,43219.8432876055,1902
74,40793.2116979362,1902
75,38395.61903694,1902
76,35966.1050336556,1902
77,33192.4453959986,1902
78,30520.4459470973,1902
79,27839.9434243954,1902
80,25326.6900115056,1902
81,22766.0803297278,1902
82,20346.332121324,1902
83,17932.7858974978,1902
84,15756.4575326402,1902
85,13669.2236348178,1902
86,11791.8513914606,1902
87,10096.1956589128,1902
88,8470.92104489236,1902
89,6883.16713610908,1902
90,5463.51386292972,1902
91,4220.79685984544,1902
92,3261.32762862018,1902
93,2467.25690882514,1902
94,1784.82003612046,1902
95,1303.3045881515,1902
96,920.321798896479,1902
97,624.204238456063,1902
98,400.986282487677,1902
99,248.787781389323,1902
100,141.214685204067,1902
101,83.4044431641576,1902
102,44.1897504473496,1902
103,26.813599198469,1902
104,18.2882015955523,1902
105,11.5354700107319,1902
106,4.01119262217484,1902
107,1.20233960802949,1902
108,0.360396687270703,1902
0,1e+05,1903
1,87148.5185551505,1903
2,85553.018332679,1903
3,84953.2075662151,1903
4,84595.2491702735,1903
5,84285.6503404387,1903
6,84063.7137854988,1903
7,83868.3959419133,1903
8,83681.0041633635,1903
9,83499.340247031,1903
10,83361.7381593225,1903
11,83245.4014709182,1903
12,83133.6056645724,1903
13,83007.0001156816,1903
14,82830.6122099773,1903
15,82639.43924053,1903
16,82373.477777596,1903
17,82134.1475521387,1903
18,81909.8994184474,1903
19,81689.8088060724,1903
20,81485.1268786547,1903
21,81228.3567568047,1903
22,80975.2051272039,1903
23,80707.8045480616,1903
24,80492.1386265009,1903
25,80328.2628663486,1903
26,80134.9314827784,1903
27,79939.6883179928,1903
28,79698.4821776396,1903
29,79505.0370418772,1903
30,79266.2977752646,1903
31,79078.6599254431,1903
32,78894.8428945169,1903
33,78667.8000549843,1903
34,78476.1308276715,1903
35,78249.4509357512,1903
36,78033.5348218921,1903
37,77833.774463615,1903
38,77628.4439852839,1903
39,77374.0870326964,1903
40,77125.3610941169,1903
41,76846.5769543062,1903
42,76543.3025725469,1903
43,76215.1940703814,1903
44,75897.9652829781,1903
45,75623.7218217251,1903
46,75286.5006144403,1903
47,74946.396743861,1903
48,74518.8723030292,1903
49,74068.8498081636,1903
50,73671.2615793276,1903
51,73246.0330912754,1903
52,72762.8948903109,1903
53,72215.9787570791,1903
54,71660.4014750669,1903
55,71079.4652292996,1903
56,70371.1588807947,1903
57,69635.3596112459,1903
58,68748.2938612096,1903
59,67762.056636624,1903
60,66573.7541380328,1903
61,65422.7778457034,1903
62,64113.580877746,1903
63,62724.646742025,1903
64,61181.9858572558,1903
65,59602.8961644933,1903
66,57887.7035961784,1903
67,56126.5289240275,1903
68,54309.0638128795,1903
69,52192.5641500941,1903
70,50088.2732211579,1903
71,47808.12448816,1903
72,45500.9958271174,1903
73,43197.8189099892,1903
74,40877.9368860603,1903
75,38366.9179496425,1903
76,35704.0903036218,1903
77,33049.2512068806,1903
78,30280.6719304728,1903
79,27521.4544707334,1903
80,24960.3976476872,1903
81,22565.622361257,1903
82,20060.0540596553,1903
83,17910.499543913,1903
84,15785.1659541575,1903
85,13811.8536526063,1903
86,11866.4698004379,1903
87,10104.9920700012,1903
88,8541.44061247441,1903
89,6908.14221091219,1903
90,5428.75098207358,1903
91,4191.78379792035,1903
92,3247.12076240917,1903
93,2368.03558340236,1903
94,1766.47626642002,1903
95,1255.49233108629,1903
96,874.968455371008,1903
97,610.203981716323,1903
98,395.852142357179,1903
99,230.374603826774,1903
100,150.957959220291,1903
101,100.743125612888,1903
102,57.3572621369731,1903
103,32.5773578601217,1903
104,7.70068904014684,1903
105,3.29976806764519,1903
106,0.0127566398282989,1903
107,4.93161508242222e-05,1903
108,1.90652300672641e-07,1903
0,1e+05,1904
1,86855.4044429995,1904
2,85265.5682466567,1904
3,84711.6957179911,1904
4,84318.4050850383,1904
5,84050.6444651911,1904
6,83836.7888138557,1904
7,83628.5796349598,1904
8,83425.9829724608,1904
9,83271.926974792,1904
10,83141.9669122722,1904
11,83013.817800885,1904
12,82880.346585531,1904
13,82742.1852181863,1904
14,82584.1717612923,1904
15,82369.1596193376,1904
16,82166.4905155899,1904
17,81979.6119255724,1904
18,81739.8039133252,1904
19,81527.9169117521,1904
