"year","country","sex","edu","age","n","prev","source","alln"
"1991","Greece","m","1","From 30 to 34 years",158069,0.439295322157499,"EUROSTATcensus",NA
"1991","Greece","m","1","From 35 to 39 years",175387,0.513564796242559,"EUROSTATcensus",NA
"1991","Greece","m","1","From 40 to 44 years",198292,0.590031838605052,"EUROSTATcensus",NA
"1991","Greece","m","1","From 45 to 49 years",182013,0.653920909962959,"EUROSTATcensus",NA
"1991","Greece","m","1","From 50 to 54 years",225587,0.707045158216739,"EUROSTATcensus",NA
"1991","Greece","m","1","From 55 to 59 years",242740,0.752756862696454,"EUROSTATcensus",NA
"1991","Greece","m","1","From 60 to 64 years",247942,0.803954565941317,"EUROSTATcensus",NA
"1991","Greece","m","1","From 65 to 69 years",172729,0.822123645294406,"EUROSTATcensus",NA
"1991","Greece","m","2","From 25 to 29 years",151281,0.435091846683482,"EUROSTATcensus",NA
"1991","Greece","m","2","From 30 to 34 years",126091,0.350424096224821,"EUROSTATcensus",NA
"1991","Greece","m","2","From 35 to 39 years",98351,0.287989481975585,"EUROSTATcensus",NA
"1991","Greece","m","2","From 40 to 44 years",80737,0.240238640759366,"EUROSTATcensus",NA
"1991","Greece","m","2","From 45 to 49 years",57971,0.208273305046687,"EUROSTATcensus",NA
"1991","Greece","m","2","From 50 to 54 years",58109,0.18212790231182,"EUROSTATcensus",NA
"1991","Greece","m","2","From 55 to 59 years",51440,0.159519704280735,"EUROSTATcensus",NA
"1991","Greece","m","2","From 60 to 64 years",40122,0.130096010739195,"EUROSTATcensus",NA
"1991","Greece","m","2","From 65 to 69 years",23699,0.112798130422987,"EUROSTATcensus",NA
"1991","Greece","m","3","From 25 to 29 years",61479,0.176816729412509,"EUROSTATcensus",NA
"1991","Greece","m","3","From 30 to 34 years",75664,0.21028058161768,"EUROSTATcensus",NA
"1991","Greece","m","3","From 35 to 39 years",67771,0.198445721781856,"EUROSTATcensus",NA
"1991","Greece","m","3","From 40 to 44 years",57041,0.169729520635582,"EUROSTATcensus",NA
"1991","Greece","m","3","From 45 to 49 years",38357,0.137805784990354,"EUROSTATcensus",NA
"1991","Greece","m","3","From 50 to 54 years",35360,0.110826939471441,"EUROSTATcensus",NA
"1991","Greece","m","3","From 55 to 59 years",28288,0.0877234330228116,"EUROSTATcensus",NA
"1991","Greece","m","3","From 60 to 64 years",20339,0.0659494233194878,"EUROSTATcensus",NA
"1991","Greece","m","3","From 65 to 69 years",13673,0.0650782242826069,"EUROSTATcensus",NA
"2001","Greece","f","1","From 25 to 29 years",88938,0.218698745171134,"EUROSTATcensus",NA
"2001","Greece","f","1","From 30 to 34 years",117911,0.278256703850629,"EUROSTATcensus",NA
"2001","Greece","f","1","From 35 to 39 years",142427,0.368572234485507,"EUROSTATcensus",NA
"2001","Greece","f","1","From 40 to 44 years",172465,0.442917531280176,"EUROSTATcensus",NA
"2001","Greece","f","1","From 45 to 49 years",184557,0.523754657706464,"EUROSTATcensus",NA
"2001","Greece","f","1","From 50 to 54 years",220045,0.643500511770727,"EUROSTATcensus",NA
"2001","Greece","f","1","From 55 to 59 years",201377,0.725934016813024,"EUROSTATcensus",NA
"2001","Greece","f","1","From 60 to 64 years",245332,0.787405719420997,"EUROSTATcensus",NA
"2001","Greece","f","1","From 65 to 69 years",231159,0.826793282901443,"EUROSTATcensus",NA
"2001","Greece","f","2","From 25 to 29 years",211491,0.520056852132816,"EUROSTATcensus",NA
"2001","Greece","f","2","From 30 to 34 years",192736,0.454835291646706,"EUROSTATcensus",NA
"2001","Greece","f","2","From 35 to 39 years",156091,0.403931899520999,"EUROSTATcensus",NA
"2001","Greece","f","2","From 40 to 44 years",146875,0.377198344051117,"EUROSTATcensus",NA
"2001","Greece","f","2","From 45 to 49 years",112614,0.319587482582377,"EUROSTATcensus",NA
"2001","Greece","f","2","From 50 to 54 years",81569,0.238540722327826,"EUROSTATcensus",NA
"2001","Greece","f","2","From 55 to 59 years",53882,0.194236564721489,"EUROSTATcensus",NA
"2001","Greece","f","2","From 60 to 64 years",49808,0.159861347369772,"EUROSTATcensus",NA
"2001","Greece","f","2","From 65 to 69 years",38115,0.136327056172541,"EUROSTATcensus",NA
"2001","Greece","f","3","From 25 to 29 years",106240,0.26124440269605,"EUROSTATcensus",NA
"2001","Greece","f","3","From 30 to 34 years",113102,0.266908004502665,"EUROSTATcensus",NA
"2001","Greece","f","3","From 35 to 39 years",87911,0.227495865993494,"EUROSTATcensus",NA
"2001","Greece","f","3","From 40 to 44 years",70044,0.179884124668707,"EUROSTATcensus",NA
"2001","Greece","f","3","From 45 to 49 years",55202,0.156657859711158,"EUROSTATcensus",NA
"2001","Greece","f","3","From 50 to 54 years",40336,0.117958765901448,"EUROSTATcensus",NA
"2001","Greece","f","3","From 55 to 59 years",22145,0.0798294184654872,"EUROSTATcensus",NA
"2001","Greece","f","3","From 60 to 64 years",16430,0.0527329332092307,"EUROSTATcensus",NA
"2001","Greece","f","3","From 65 to 69 years",10311,0.0368796609260153,"EUROSTATcensus",NA
"2001","Greece","m","1","From 25 to 29 years",125809,0.29242741554961,"EUROSTATcensus",NA
"2001","Greece","m","1","From 30 to 34 years",140696,0.322857936174656,"EUROSTATcensus",NA
"2001","Greece","m","1","From 35 to 39 years",134669,0.347559811082148,"EUROSTATcensus",NA
"2001","Greece","m","1","From 40 to 44 years",151218,0.394794141451061,"EUROSTATcensus",NA
"2001","Greece","m","1","From 45 to 49 years",163686,0.465313153825161,"EUROSTATcensus",NA
"2001","Greece","m","1","From 50 to 54 years",183306,0.549239688984105,"EUROSTATcensus",NA
"2001","Greece","m","1","From 55 to 59 years",165875,0.621874226757744,"EUROSTATcensus",NA
"2001","Greece","m","1","From 60 to 64 years",198379,0.684301483270093,"EUROSTATcensus",NA
"2001","Greece","m","1","From 65 to 69 years",201170,0.730695608271313,"EUROSTATcensus",NA
"2001","Greece","m","2","From 25 to 29 years",214864,0.499424716949117,"EUROSTATcensus",NA
"2001","Greece","m","2","From 30 to 34 years",196411,0.450708265352251,"EUROSTATcensus",NA
"2001","Greece","m","2","From 35 to 39 years",163170,0.421116473533435,"EUROSTATcensus",NA
"2001","Greece","m","2","From 40 to 44 years",144299,0.376730282223325,"EUROSTATcensus",NA
"2001","Greece","m","2","From 45 to 49 years",112349,0.31937653506777,"EUROSTATcensus",NA
"2001","Greece","m","2","From 50 to 54 years",88073,0.263893092031341,"EUROSTATcensus",NA
"2001","Greece","m","2","From 55 to 59 years",60136,0.225453073099043,"EUROSTATcensus",NA
"2001","Greece","m","2","From 60 to 64 years",55581,0.191724732666437,"EUROSTATcensus",NA
"2001","Greece","m","2","From 65 to 69 years",46339,0.168313882744367,"EUROSTATcensus",NA
"2001","Greece","m","3","From 25 to 29 years",89550,0.208147867501273,"EUROSTATcensus",NA
"2001","Greece","m","3","From 30 to 34 years",98676,0.226433798473093,"EUROSTATcensus",NA
"2001","Greece","m","3","From 35 to 39 years",89631,0.231323715384417,"EUROSTATcensus",NA
"2001","Greece","m","3","From 40 to 44 years",87513,0.228475576325614,"EUROSTATcensus",NA
"2001","Greece","m","3","From 45 to 49 years",75741,0.215310311107068,"EUROSTATcensus",NA
"2001","Greece","m","3","From 50 to 54 years",62366,0.186867218984554,"EUROSTATcensus",NA
"2001","Greece","m","3","From 55 to 59 years",40723,0.152672700143214,"EUROSTATcensus",NA
"2001","Greece","m","3","From 60 to 64 years",35940,0.12397378406347,"EUROSTATcensus",NA
"2001","Greece","m","3","From 65 to 69 years",27804,0.10099050898432,"EUROSTATcensus",NA
"2011","Greece","f","1","From 25 to 29 years",52705,0.149664635358394,"EUROSTATcensus",NA
"2011","Greece","f","1","From 30 to 34 years",70566,0.174403258414192,"EUROSTATcensus",NA
"2011","Greece","f","1","From 35 to 39 years",83791,0.207841785150863,"EUROSTATcensus",NA
"2011","Greece","f","1","From 40 to 44 years",109794,0.262263519969425,"EUROSTATcensus",NA
"2011","Greece","f","1","From 45 to 49 years",133929,0.35120350970124,"EUROSTATcensus",NA
"2011","Greece","f","1","From 50 to 54 years",166756,0.443577862071534,"EUROSTATcensus",NA
"2011","Greece","f","1","From 55 to 59 years",179502,0.529657541118081,"EUROSTATcensus",NA
"2011","Greece","f","1","From 60 to 64 years",212027,0.654040964896045,"EUROSTATcensus",NA
"2011","Greece","f","1","From 65 to 69 years",197639,0.741765624296287,"EUROSTATcensus",NA
"2011","Greece","f","2","From 25 to 29 years",145181,0.412265656502553,"EUROSTATcensus",NA
"2011","Greece","f","2","From 30 to 34 years",199527,0.493129254054482,"EUROSTATcensus",NA
"2011","Greece","f","2","From 35 to 39 years",199871,0.495775744887734,"EUROSTATcensus",NA
"2011","Greece","f","2","From 40 to 44 years",189463,0.452567838715842,"EUROSTATcensus",NA
"2011","Greece","f","2","From 45 to 49 years",151615,0.397581704659585,"EUROSTATcensus",NA
"2011","Greece","f","2","From 50 to 54 years",137341,0.365332744577506,"EUROSTATcensus",NA
"2011","Greece","f","2","From 55 to 59 years",103190,0.304483301957498,"EUROSTATcensus",NA
"2011","Greece","f","2","From 60 to 64 years",72767,0.224464803504226,"EUROSTATcensus",NA
"2011","Greece","f","2","From 65 to 69 years",46376,0.174055336205732,"EUROSTATcensus",NA
"2011","Greece","f","3","From 25 to 29 years",154268,0.438069708139053,"EUROSTATcensus",NA
"2011","Greece","f","3","From 30 to 34 years",134521,0.332467487531326,"EUROSTATcensus",NA
"2011","Greece","f","3","From 35 to 39 years",119486,0.296382469961404,"EUROSTATcensus",NA
"2011","Greece","f","3","From 40 to 44 years",119383,0.285168641314733,"EUROSTATcensus",NA
"2011","Greece","f","3","From 45 to 49 years",95799,0.251214785639175,"EUROSTATcensus",NA
"2011","Greece","f","3","From 50 to 54 years",71837,0.191089393350961,"EUROSTATcensus",NA
"2011","Greece","f","3","From 55 to 59 years",56210,0.165859156924421,"EUROSTATcensus",NA
"2011","Greece","f","3","From 60 to 64 years",39386,0.121494231599729,"EUROSTATcensus",NA
"2011","Greece","f","3","From 65 to 69 years",22429,0.0841790394979808,"EUROSTATcensus",NA
"2011","Greece","m","1","From 25 to 29 years",82840,0.222917681376256,"EUROSTATcensus",NA
"2011","Greece","m","1","From 30 to 34 years",106888,0.255797980668213,"EUROSTATcensus",NA
"2011","Greece","m","1","From 35 to 39 years",115440,0.281780214361906,"EUROSTATcensus",NA
"2011","Greece","m","1","From 40 to 44 years",128593,0.310591605358118,"EUROSTATcensus",NA
"2011","Greece","m","1","From 45 to 49 years",119752,0.326223282827457,"EUROSTATcensus",NA
"2011","Greece","m","1","From 50 to 54 years",135469,0.381010372603726,"EUROSTATcensus",NA
"2011","Greece","m","1","From 55 to 59 years",147528,0.458922561017339,"EUROSTATcensus",NA
"2011","Greece","m","1","From 60 to 64 years",166584,0.552354363057008,"EUROSTATcensus",NA
"2011","Greece","m","1","From 65 to 69 years",152383,0.630119256343247,"EUROSTATcensus",NA
"2011","Greece","m","2","From 25 to 29 years",176197,0.474136005618688,"EUROSTATcensus",NA
"2011","Greece","m","2","From 30 to 34 years",201225,0.481559657398034,"EUROSTATcensus",NA
"2011","Greece","m","2","From 35 to 39 years",193459,0.472218628640332,"EUROSTATcensus",NA
"2011","Greece","m","2","From 40 to 44 years",182408,0.440571365083352,"EUROSTATcensus",NA
"2011","Greece","m","2","From 45 to 49 years",153337,0.417714105141574,"EUROSTATcensus",NA
"2011","Greece","m","2","From 50 to 54 years",132175,0.37174590495905,"EUROSTATcensus",NA
"2011","Greece","m","2","From 55 to 59 years",98343,0.305920377271624,"EUROSTATcensus",NA
"2011","Greece","m","2","From 60 to 64 years",74471,0.246928767295889,"EUROSTATcensus",NA
"2011","Greece","m","2","From 65 to 69 years",49270,0.203736478216282,"EUROSTATcensus",NA
"2011","Greece","m","3","From 25 to 29 years",112580,0.302946313005056,"EUROSTATcensus",NA
"2011","Greece","m","3","From 30 to 34 years",109748,0.262642361933753,"EUROSTATcensus",NA
"2011","Greece","m","3","From 35 to 39 years",100782,0.246001156997762,"EUROSTATcensus",NA
"2011","Greece","m","3","From 40 to 44 years",103025,0.24883702955853,"EUROSTATcensus",NA
"2011","Greece","m","3","From 45 to 49 years",93997,0.256062612030968,"EUROSTATcensus",NA
"2011","Greece","m","3","From 50 to 54 years",87908,0.247243722437224,"EUROSTATcensus",NA
"2011","Greece","m","3","From 55 to 59 years",75595,0.235157061711036,"EUROSTATcensus",NA
"2011","Greece","m","3","From 60 to 64 years",60534,0.200716869647103,"EUROSTATcensus",NA
"2011","Greece","m","3","From 65 to 69 years",40179,0.166144265440471,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 25 to 29 years",81581,0.179058058172304,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 30 to 34 years",81121,0.195001466339104,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 35 to 39 years",76975,0.207850666148221,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 40 to 44 years",116797,0.252566819479284,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 45 to 49 years",160502,0.281789101481437,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 50 to 54 years",153007,0.302966760324655,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 55 to 59 years",188601,0.383664443892933,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 60 to 64 years",218574,0.461017649838013,"EUROSTATcensus",NA
"2001","Hungary","f","1","From 65 to 69 years",230838,0.541540179514008,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 25 to 29 years",306674,0.673103430111586,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 30 to 34 years",274919,0.660859803558637,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 35 to 39 years",238114,0.642963995053168,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 40 to 44 years",286461,0.619455496929331,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 45 to 49 years",346483,0.608311007019183,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 50 to 54 years",304534,0.603002995867564,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 55 to 59 years",264696,0.53846185142541,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 60 to 64 years",235297,0.496289906182505,"EUROSTATcensus",NA
"2001","Hungary","f","2","From 65 to 69 years",181753,0.426387996115065,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 25 to 29 years",67357,0.147838511716109,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 30 to 34 years",59962,0.144138730102259,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 35 to 39 years",55249,0.149185338798611,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 40 to 44 years",59182,0.127977683591385,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 45 to 49 years",62597,0.10989989149938,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 50 to 54 years",47488,0.0940302438077813,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 55 to 59 years",38281,0.0778737046816578,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 60 to 64 years",20241,0.0426924439794816,"EUROSTATcensus",NA
"2001","Hungary","f","3","From 65 to 69 years",13671,0.0320718243709268,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 25 to 29 years",90760,0.227776941223711,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 30 to 34 years",77655,0.219847574613133,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 35 to 39 years",64203,0.212387360565281,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 40 to 44 years",81434,0.23539852171324,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 45 to 49 years",97796,0.245991779815775,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 50 to 54 years",89611,0.268346219956998,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 55 to 59 years",129651,0.466795320921558,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 60 to 64 years",154577,0.678585382342741,"EUROSTATcensus",NA
"2001","Hungary","m","1","From 65 to 69 years",142388,0.709474575848925,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 25 to 29 years",258858,0.649646137629875,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 30 to 34 years",228292,0.646313083556517,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 35 to 39 years",195429,0.646490810209996,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 40 to 44 years",217975,0.630092992735755,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 45 to 49 years",243856,0.613384713676998,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 50 to 54 years",191232,0.572657199839491,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 55 to 59 years",101625,0.365890540671906,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 60 to 64 years",42479,0.186480708362417,"EUROSTATcensus",NA
"2001","Hungary","m","2","From 65 to 69 years",30145,0.150203044420638,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 25 to 29 years",48842,0.122576921146414,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 30 to 34 years",47275,0.13383934183035,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 35 to 39 years",42660,0.141121829224723,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 40 to 44 years",46532,0.134508485551004,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 45 to 49 years",55906,0.140623506507227,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 50 to 54 years",53095,0.158996580203511,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 55 to 59 years",46471,0.167314138406535,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 60 to 64 years",30737,0.134933909294842,"EUROSTATcensus",NA
"2001","Hungary","m","3","From 65 to 69 years",28162,0.140322379730437,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 25 to 29 years",37146,0.123382813563938,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 30 to 34 years",44323,0.116819621837887,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 35 to 39 years",58779,0.145741127814515,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 40 to 44 years",61081,0.171450625947342,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 45 to 49 years",58925,0.193560996761118,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 50 to 54 years",85469,0.249588977890953,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 55 to 59 years",131746,0.315898257291657,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 60 to 64 years",126530,0.350935096560542,"EUROSTATcensus",NA
"2011","Hungary","f","1","From 65 to 69 years",145355,0.482821961581516,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 25 to 29 years",148608,0.493610971789958,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 30 to 34 years",201776,0.531809580036583,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 35 to 39 years",230428,0.571340727131172,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 40 to 44 years",212634,0.596850614719587,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 45 to 49 years",177571,0.583297747235781,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 50 to 54 years",190502,0.556309298882429,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 55 to 59 years",215833,0.517520596951939,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 60 to 64 years",182726,0.50679654195939,"EUROSTATcensus",NA
"2011","Hungary","f","2","From 65 to 69 years",114546,0.380484499407081,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 25 to 29 years",115309,0.383006214646104,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 30 to 34 years",133315,0.35137079812553,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 35 to 39 years",114104,0.282918145054313,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 40 to 44 years",82545,0.231698759333071,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 45 to 49 years",67930,0.223141256003101,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 50 to 54 years",66468,0.194101723226618,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 55 to 59 years",69473,0.166581145756404,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 60 to 64 years",51295,0.142268361480068,"EUROSTATcensus",NA
"2011","Hungary","f","3","From 65 to 69 years",41152,0.136693539011403,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 25 to 29 years",48173,0.155277561098254,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 30 to 34 years",55091,0.14275867251615,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 35 to 39 years",66361,0.160959045320591,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 40 to 44 years",57324,0.160006252424908,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 45 to 49 years",46786,0.157398249261554,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 50 to 54 years",53770,0.170626911897237,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 55 to 59 years",66892,0.183739448825602,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 60 to 64 years",55446,0.188951744820065,"EUROSTATcensus",NA
"2011","Hungary","m","1","From 65 to 69 years",69590,0.313584296902459,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 25 to 29 years",191331,0.616723289861332,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 30 to 34 years",241068,0.624685477956896,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 35 to 39 years",266344,0.646019137247293,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 40 to 44 years",240888,0.672381308599038,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 45 to 49 years",201801,0.678902323328152,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 50 to 54 years",213458,0.677360598098575,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 55 to 59 years",240189,0.659752952131385,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 60 to 64 years",186008,0.633887677208288,"EUROSTATcensus",NA
"2011","Hungary","m","2","From 65 to 69 years",107661,0.485138654818446,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 25 to 29 years",70734,0.227999149040414,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 30 to 34 years",89744,0.232555849526954,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 35 to 39 years",79580,0.193021817432116,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 40 to 44 years",60049,0.167612438976054,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 45 to 49 years",48659,0.163699427410293,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 50 to 54 years",47904,0.152012490004189,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 55 to 59 years",56978,0.156507599043012,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 60 to 64 years",51986,0.177160577971647,"EUROSTATcensus",NA
"2011","Hungary","m","3","From 65 to 69 years",44667,0.201277048279094,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 25 to 29 years",2728,0.254620123203285,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 30 to 34 years",2510,0.232149463559009,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 35 to 39 years",2545,0.241300843841851,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 40 to 44 years",2815,0.282318724300471,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 45 to 49 years",3346,0.302094618996027,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 50 to 54 years",3667,0.349105102817974,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 55 to 59 years",3895,0.413965352322245,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 60 to 64 years",4005,0.500187336080929,"EUROSTATcensus",NA
"2011","Iceland","f","1","From 65 to 69 years",3774,0.600668470475887,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 25 to 29 years",4095,0.382210192271794,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 30 to 34 years",3152,0.291527931927488,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 35 to 39 years",2819,0.267279795202427,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 40 to 44 years",2717,0.272490221642764,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 45 to 49 years",3540,0.319609967497291,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 50 to 54 years",3171,0.301884996191927,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 55 to 59 years",2667,0.283452014029121,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 60 to 64 years",2036,0.254277507181216,"EUROSTATcensus",NA
"2011","Iceland","f","2","From 65 to 69 years",1435,0.228394079261499,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 25 to 29 years",3891,0.363169684524921,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 30 to 34 years",5150,0.476322604513504,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 35 to 39 years",5183,0.491419360955722,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 40 to 44 years",4439,0.445191054056765,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 45 to 49 years",4190,0.378295413506681,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 50 to 54 years",3666,0.349009900990099,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 55 to 59 years",2847,0.302582633648634,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 60 to 64 years",1966,0.245535156737854,"EUROSTATcensus",NA
"2011","Iceland","f","3","From 65 to 69 years",1074,0.170937450262613,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 25 to 29 years",4102,0.375847535275793,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 30 to 34 years",3602,0.322384319341269,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 35 to 39 years",3410,0.314778916274347,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 40 to 44 years",3113,0.311549239391513,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 45 to 49 years",3109,0.289451633926078,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 50 to 54 years",2813,0.26530227294162,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 55 to 59 years",2474,0.258976237831048,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 60 to 64 years",2096,0.255640931820954,"EUROSTATcensus",NA
"2011","Iceland","m","1","From 65 to 69 years",1847,0.292246835443038,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 25 to 29 years",4363,0.399761773868426,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 30 to 34 years",4062,0.363554998657478,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 35 to 39 years",3916,0.361488045786024,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 40 to 44 years",3919,0.392213771016813,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 45 to 49 years",4764,0.443534121590169,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 50 to 54 years",5087,0.479769876450061,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 55 to 59 years",4605,0.482047524337904,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 60 to 64 years",3997,0.487498475423832,"EUROSTATcensus",NA
"2011","Iceland","m","2","From 65 to 69 years",3206,0.507278481012658,"EUROSTATcensus",NA
"2011","Iceland","m","3","From 25 to 29 years",2449,0.224390690855782,"EUROSTATcensus",NA
"2011","Iceland","m","3","From 30 to 34 years",3509,0.314060682001253,"EUROSTATcensus",NA
"2011","Iceland","m","3","From 35 to 39 years",3507,0.323733037939629,"EUROSTATcensus",NA
"2011","Iceland","m","3","From 40 to 44 years",2960,0.296236989591673,"EUROSTATcensus",NA
"2011","Iceland","m","3","From 45 to 49 years",2868,0.267014244483754,"EUROSTATcensus",NA
"2011","Iceland","m","3","From 50 to 54 years",2703,0.254927850608318,"EUROSTATcensus",NA
