"Country"	"Period"	"Sex"	"Education"	"AgeGrp"	"mx"	"ax"	"qx"	"px"	"lx"	"dx"	"Lx"	"Tx"	"ex"
"Denmark"	"1996-2000"	"Male"	"High"	"80-84"	0.0879146065342536	2.5	0.360368824203592	0.639631175796408	51607.2174074757	18597.6322575512	211542.006393501	399526.739563846	7.74168342403154
"Denmark"	"1996-2000"	"Male"	"High"	"85-89"	0.14360061842575	2.5	0.528331328399195	0.471668671600805	33009.5851499245	17439.997972166	121447.930819208	187984.733170346	5.69485294397211
"Denmark"	"1996-2000"	"Male"	"High"	"90+"	0.233999630694489	4.27351101808192	1	0	15569.5871777585	15569.5871777585	66536.8023511381	66536.8023511381	4.27351101808192
"Denmark"	"1996-2000"	"Male"	"Low"	"30-34"	0.0026483197322269	2.5	0.0131545053211105	0.986845494678889	1e+05	1315.45053211105	496711.373669722	4297369.60894531	42.9736960894531
"Denmark"	"1996-2000"	"Male"	"Low"	"35-39"	0.00292090890530651	2.5	0.0144986712813803	0.98550132871862	98684.549467889	1430.79484328603	489845.76023123	3800658.23527559	38.5132045063679
"Denmark"	"1996-2000"	"Male"	"Low"	"40-44"	0.00441476896367735	2.5	0.0218328770484337	0.978167122951566	97253.7546246029	2123.3292672175	480960.449954971	3310812.47504436	34.0430298842858
"Denmark"	"1996-2000"	"Male"	"Low"	"45-49"	0.00613374768085069	2.5	0.0302055552678214	0.969794444732179	95130.4253573854	2873.46732078386	468468.458484967	2829852.02508939	29.7470763371258
"Denmark"	"1996-2000"	"Male"	"Low"	"50-54"	0.00801457608308646	2.5	0.0392857341520779	0.960714265847922	92256.9580366016	3624.38232710534	452223.834365244	2361383.56660442	25.5957232588091
"Denmark"	"1996-2000"	"Male"	"Low"	"55-59"	0.0126069451166796	2.5	0.061108739277835	0.938891260722165	88632.5757094962	5416.22496055458	429622.316146095	1909159.73223918	21.5401585360294
"Denmark"	"1996-2000"	"Male"	"Low"	"60-64"	0.0190136942260065	2.5	0.0907545241982042	0.909245475801796	83216.3507489416	7552.26031773108	397201.102950381	1479537.41609308	17.7794075656688
"Denmark"	"1996-2000"	"Male"	"Low"	"65-69"	0.0307755588207727	2.5	0.142884424107158	0.857115575892842	75664.0904312106	10811.2199868555	351292.402188914	1082336.3131427	14.3044911658153
"Denmark"	"1996-2000"	"Male"	"Low"	"70-74"	0.0476518717817658	2.5	0.212897006739185	0.787102993260815	64852.8704443551	13806.9819960474	289746.897231657	731043.910953788	11.272344708027
"Denmark"	"1996-2000"	"Male"	"Low"	"75-79"	0.0753111379290499	2.5	0.316891955266117	0.683108044733883	51045.8884483077	16176.0313986803	214789.363744838	441297.013722131	8.64510398656331
"Denmark"	"1996-2000"	"Male"	"Low"	"80-84"	0.116703998553163	2.5	0.451724774261274	0.548275225738726	34869.8570496274	15751.5783042658	134970.339487472	226507.649977293	6.49580093359498
"Denmark"	"1996-2000"	"Male"	"Low"	"85-89"	0.180896846049887	2.5	0.622819171011136	0.377180828988864	19118.2787453615	11907.2305193459	65823.317428443	91537.3104898209	4.78794726811008
"Denmark"	"1996-2000"	"Male"	"Low"	"90+"	0.280432844825122	3.56591611308441	1	0	7211.04822601565	7211.04822601565	25713.9930613779	25713.9930613779	3.56591611308441
"Denmark"	"2001-2005"	"Female"	"Middle"	"30-34"	0.0003710420839099	2.5	0.00185349111153817	0.998146508888462	1e+05	185.349111153817	499536.627222115	5159115.37700473	51.5911537700473
"Denmark"	"2001-2005"	"Female"	"Middle"	"35-39"	0.000672779897022988	2.5	0.00335825107558292	0.996641748924417	99814.6508888462	335.202658706403	498235.247797465	4659578.74978261	46.6823127495735
"Denmark"	"2001-2005"	"Female"	"Middle"	"40-44"	0.00102147356316975	2.5	0.00509435843469287	0.994905641565307	99479.4482301398	506.783966169809	496130.281235274	4161343.50198515	41.8311880093879
"Denmark"	"2001-2005"	"Female"	"Middle"	"45-49"	0.00218721344086404	2.5	0.0108765936249022	0.989123406375098	98972.66426397	1076.48544917308	492172.107696917	3665213.22074987	37.0325811476024
"Denmark"	"2001-2005"	"Female"	"Middle"	"50-54"	0.00352479304583674	2.5	0.017470019719142	0.982529980280858	97896.1788147969	1710.24817432315	485205.273638177	3173041.11305295	32.4123081357017
"Denmark"	"2001-2005"	"Female"	"Middle"	"55-59"	0.00519321190575096	2.5	0.0256332621236454	0.974366737876355	96185.9306404737	2465.55917271406	474765.755270584	2687835.83941478	27.9441683572355
"Denmark"	"2001-2005"	"Female"	"Middle"	"60-64"	0.00791413608382653	2.5	0.038802950835713	0.961197049164287	93720.3714677597	3636.62696636823	459510.289922878	2213070.08414419	23.6135436670298
"Denmark"	"2001-2005"	"Female"	"Middle"	"65-69"	0.0131913535526366	2.5	0.0638510628996312	0.936148937100369	90083.7445013915	5751.94283639264	436038.865415976	1753559.79422132	19.4658848155921
"Denmark"	"2001-2005"	"Female"	"Middle"	"70-74"	0.0227496825435881	2.5	0.107627201074208	0.892372798925792	84331.8016649988	9076.39577474903	398968.018888121	1317520.92880534	15.6230615591386
"Denmark"	"2001-2005"	"Female"	"Middle"	"75-79"	0.037939374513581	2.5	0.173263135134721	0.826736864865279	75255.4058902498	13038.9875603807	343679.560550297	918552.909917219	12.2058063344553
"Denmark"	"2001-2005"	"Female"	"Middle"	"80-84"	0.063551908193842	2.5	0.274195433436838	0.725804566563162	62216.4183298691	17059.4577908461	268433.44717223	574873.349366922	9.23989784045371
"Denmark"	"2001-2005"	"Female"	"Middle"	"85-89"	0.111729123045425	2.5	0.436672911561092	0.563327088438908	45156.960539023	19718.8214358245	176487.749105554	306439.902194692	6.78610558675395
"Denmark"	"2001-2005"	"Female"	"Middle"	"90+"	0.195750039522236	5.10855580126923	1	0	25438.1391031985	25438.1391031985	129952.153089138	129952.153089138	5.10855580126923
"Denmark"	"2001-2005"	"Female"	"High"	"30-34"	0.000330739082120993	2.5	0.00165232918600911	0.998347670813991	1e+05	165.232918600916	499586.917703498	5365026.28647258	53.6502628647258
"Denmark"	"2001-2005"	"Female"	"High"	"35-39"	0.000431039372043694	2.5	0.00215287692342557	0.997847123076574	99834.7670813991	214.931966205113	498636.505491483	4865439.36876909	48.7349198180841
"Denmark"	"2001-2005"	"Female"	"High"	"40-44"	0.000820960985488554	2.5	0.00409639747118054	0.995903602528819	99619.835115194	408.082440645288	497078.969474357	4366802.8632776	43.8346726656204
"Denmark"	"2001-2005"	"Female"	"High"	"45-49"	0.00146602234808686	2.5	0.00730334457452921	0.992696655425471	99211.7526745487	724.577615625196	494247.31933368	3869723.89380325	39.0046923825383
"Denmark"	"2001-2005"	"Female"	"High"	"50-54"	0.00251555377921486	2.5	0.0124991631036185	0.987500836896382	98487.1750589235	1231.00726467611	489358.357132927	3375476.57446957	34.2732601727084
"Denmark"	"2001-2005"	"Female"	"High"	"55-59"	0.00384389195428136	2.5	0.0190365239185865	0.980963476081414	97256.1677942474	1851.41936444526	481652.290560124	2886118.21733664	29.6754260710995
"Denmark"	"2001-2005"	"Female"	"High"	"60-64"	0.0062051969073927	2.5	0.0305520311144979	0.969447968885502	95404.7484298021	2914.80884249814	469736.720042765	2404465.92677652	25.202790912925
"Denmark"	"2001-2005"	"Female"	"High"	"65-69"	0.0103060731337173	2.5	0.0502360252920682	0.949763974707932	92489.939587304	4646.32694436966	450833.880575596	1934729.20673375	20.9182665203009
"Denmark"	"2001-2005"	"Female"	"High"	"70-74"	0.0180419471663228	2.5	0.0863164440249082	0.913683555975092	87843.6126429343	7582.34827363957	420262.192530573	1483895.32615815	16.8924669820887
"Denmark"	"2001-2005"	"Female"	"High"	"75-79"	0.0312447833030242	2.5	0.14490509572643	0.85509490427357	80261.2643692947	11630.266196557	372230.656355081	1063633.13362758	13.2521352857543
"Denmark"	"2001-2005"	"Female"	"High"	"80-84"	0.0540934259595563	2.5	0.238248003019423	0.761751996980577	68630.9981727378	16351.1982598844	302276.995213978	691402.477272501	10.0742010998049
"Denmark"	"2001-2005"	"Female"	"High"	"85-89"	0.0980716271879966	2.5	0.393805315679946	0.606194684320054	52279.7999128533	20588.0631083656	209928.841793353	389125.482058523	7.44313258098093
"Denmark"	"2001-2005"	"Female"	"High"	"90+"	0.176854525607127	5.65436477560911	1	0	31691.7368044877	31691.7368044877	179196.64026517	179196.64026517	5.65436477560911
"Denmark"	"2001-2005"	"Female"	"Low"	"30-34"	0.00106934830706123	2.5	0.00533248582358644	0.994667514176414	1e+05	533.248582358647	498666.878544103	4888870.10547757	48.8887010547757
"Denmark"	"2001-2005"	"Female"	"Low"	"35-39"	0.00146390246861748	2.5	0.00729282239133276	0.992707177608667	99466.7514176414	725.393351931707	495520.273708377	4390203.22693347	44.1373942987227
"Denmark"	"2001-2005"	"Female"	"Low"	"40-44"	0.00224492909969341	2.5	0.0111620007477435	0.988837999252256	98741.3580657096	1102.15111256266	490951.412547142	3894682.95322509	39.443279184324
"Denmark"	"2001-2005"	"Female"	"Low"	"45-49"	0.00351809901159565	2.5	0.0174371311731153	0.982562868826885	97639.206953147	1702.54765928097	483939.665617533	3403731.54067795	34.8602948230751
"Denmark"	"2001-2005"	"Female"	"Low"	"50-54"	0.00524139312632916	2.5	0.0258680046768827	0.974131995323117	95936.659293866	2481.68995129823	473479.071591084	2919791.87506042	30.4345794042789
"Denmark"	"2001-2005"	"Female"	"Low"	"55-59"	0.00742289348628215	2.5	0.0364382738670628	0.963561726132937	93454.9693425678	3405.33776714244	458761.502294983	2446312.80346933	26.1763801398527
"Denmark"	"2001-2005"	"Female"	"Low"	"60-64"	0.0108302011775308	2.5	0.0527234908557795	0.94727650914422	90049.6315754253	4747.73092693325	438378.830559794	1987551.30117435	22.0717316262375
"Denmark"	"2001-2005"	"Female"	"Low"	"65-69"	0.0175766202252167	2.5	0.084183928763717	0.915816071236283	85301.9006484921	7181.04912760234	408556.880423455	1549172.47061456	18.1610545467012
"Denmark"	"2001-2005"	"Female"	"Low"	"70-74"	0.0285207740520308	2.5	0.133112678679927	0.866887321320073	78120.8515208898	10398.8758067025	364607.068087693	1140615.5901911	14.6006548569955
"Denmark"	"2001-2005"	"Female"	"Low"	"75-79"	0.0434521442331659	2.5	0.19597219135474	0.80402780864526	67721.9757141873	13271.6239835818	305430.818611982	776008.522103408	11.4587401492606
"Denmark"	"2001-2005"	"Female"	"Low"	"80-84"	0.0715641473651973	2.5	0.303518186295767	0.696481813704233	54450.3517306055	16526.67200044	230935.078651928	470577.703491426	8.64232623913288
"Denmark"	"2001-2005"	"Female"	"Low"	"85-89"	0.123299155478858	2.5	0.47123773920877	0.52876226079123	37923.6797301655	17871.0690985207	144940.725904526	239642.624839499	6.31907627489218
"Denmark"	"2001-2005"	"Female"	"Low"	"90+"	0.211744546383532	4.72267180940143	1	0	20052.6106316449	20052.6106316449	94701.8989349726	94701.8989349726	4.72267180940143
"Denmark"	"2001-2005"	"Male"	"Middle"	"30-34"	0.000887816622314224	2.5	0.00442925220224718	0.995570747797753	1e+05	442.925220224715	498892.686949438	4675211.45692412	46.7521145692412
"Denmark"	"2001-2005"	"Male"	"Middle"	"35-39"	0.00110126769300164	2.5	0.00549122020648681	0.994508779793513	99557.0747797753	546.689820729429	496418.649347053	4176318.76997468	41.9489903576706
"Denmark"	"2001-2005"	"Male"	"Middle"	"40-44"	0.00192861290315523	2.5	0.0095967932674648	0.990403206732535	99010.3849590459	950.182195784073	492676.469305769	3679900.12062763	37.1668095437642
"Denmark"	"2001-2005"	"Male"	"Middle"	"45-49"	0.00349141064143347	2.5	0.0173059973489059	0.982694002651094	98060.2027632618	1697.02960905417	486058.439793674	3187223.65132186	32.5027234444589
"Denmark"	"2001-2005"	"Male"	"Middle"	"50-54"	0.00574747894075455	2.5	0.0283303248402624	0.971669675159738	96363.1731542076	2729.99999809715	474990.865775795	2701165.21152819	28.0310944846698
"Denmark"	"2001-2005"	"Male"	"Middle"	"55-59"	0.00855201311072677	2.5	0.0418649906806798	0.95813500931932	93633.1731561105	3919.95192158307	458365.985976595	2226174.34575239	23.7754875832392
"Denmark"	"2001-2005"	"Male"	"Middle"	"60-64"	0.0134568132211186	2.5	0.0650941660207776	0.934905833979222	89713.2212345274	5839.80731729908	433966.587879389	1767808.3597758	19.7051040576774
"Denmark"	"2001-2005"	"Male"	"Middle"	"65-69"	0.0225443268268871	2.5	0.106707511593799	0.893292488406201	83873.4139172283	8949.92328798416	396992.261366181	1333841.77189641	15.9030342226528
"Denmark"	"2001-2005"	"Male"	"Middle"	"70-74"	0.0374781282256558	2.5	0.171337151768759	0.828662848231241	74923.4906292442	12837.177484988	342524.509433751	936849.510530225	12.5040825335566
"Denmark"	"2001-2005"	"Male"	"Middle"	"75-79"	0.0616839033021204	2.5	0.26721270921917	0.73278729078083	62086.3131442562	16590.2519407064	268955.935869515	594325.001096474	9.5725606981296
"Denmark"	"2001-2005"	"Male"	"Middle"	"80-84"	0.099786419144075	2.5	0.399316249188873	0.600683750811127	45496.0612035497	18167.3165126689	182062.014736076	325369.065226959	7.15158755768451
"Denmark"	"2001-2005"	"Male"	"Middle"	"85-89"	0.160153006492027	2.5	0.571818787495186	0.428181212504814	27328.7446908809	15627.089652905	97575.9993221418	143307.050490883	5.24382118944168
"Denmark"	"2001-2005"	"Male"	"Middle"	"90+"	0.255879861470896	3.9080840291675	1	0	11701.6550379759	11701.6550379759	45731.051168741	45731.051168741	3.9080840291675
"Denmark"	"2001-2005"	"Male"	"High"	"30-34"	0.000359547048880812	2.5	0.0017961207695987	0.998203879230401	1e+05	179.612076959864	499550.9698076	4987170.03996254	49.8717003996254
"Denmark"	"2001-2005"	"Male"	"High"	"35-39"	0.000578693678544398	2.5	0.00288928836044778	0.997110711639552	99820.3879230401	288.409884961424	498380.914902797	4487619.07015494	44.9569387930532
"Denmark"	"2001-2005"	"Male"	"High"	"40-44"	0.000996108339782009	2.5	0.00496816961095274	0.995031830389047	99531.9780380787	494.491748606786	496423.660818877	3989238.15525214	40.0799645891288
"Denmark"	"2001-2005"	"Male"	"High"	"45-49"	0.00183726059221682	2.5	0.00914430179774329	0.990855698202257	99037.4862894719	905.628663920797	492923.359787558	3492814.49443327	35.267600433883
"Denmark"	"2001-2005"	"Male"	"High"	"50-54"	0.00352200761591595	2.5	0.0174563347200051	0.982543665279995	98131.8576255511	1713.02255340753	486376.731744237	2999891.13464571	30.5700025173539
"Denmark"	"2001-2005"	"Male"	"High"	"55-59"	0.00561346294659721	2.5	0.0276788788311806	0.972321121168819	96418.8350721436	2668.76525300543	475422.262228204	2513514.40290147	26.0687074368901
"Denmark"	"2001-2005"	"Male"	"High"	"60-64"	0.00898056645780627	2.5	0.0439168371034704	0.95608316289653	93750.0698191382	4117.20654468608	458457.332733976	2038092.14067327	21.7396333101953
"Denmark"	"2001-2005"	"Male"	"High"	"65-69"	0.0164499457446857	2.5	0.0790008302931594	0.920999169706841	89632.8632744521	7081.07062023494	430461.639821673	1579634.80793929	17.6233889026005
"Denmark"	"2001-2005"	"Male"	"High"	"70-74"	0.0278150034068105	2.5	0.130032856189296	0.869967143810704	82551.7926542171	10734.4453823744	385922.84981515	1149173.16811762	13.9206325043859
"Denmark"	"2001-2005"	"Male"	"High"	"75-79"	0.049962455898326	2.5	0.222073887469472	0.777926112530528	71817.3472718427	15948.7574964032	319214.842618206	763250.318302468	10.627659573855
"Denmark"	"2001-2005"	"Male"	"High"	"80-84"	0.0836746236658907	2.5	0.345995508433747	0.654004491566253	55868.5897754395	19330.2811248297	231017.246065124	444035.475684263	7.94785544917165
"Denmark"	"2001-2005"	"Male"	"High"	"85-89"	0.13879941154059	2.5	0.515217383566625	0.484782616433375	36538.3086506099	18825.171782917	135628.613795757	213018.229619139	5.82999699455392
"Denmark"	"2001-2005"	"Male"	"High"	"90+"	0.228882604975293	4.36905198675079	1	0	17713.1368676929	17713.1368676929	77389.6158233822	77389.6158233822	4.36905198675079
"Denmark"	"2001-2005"	"Male"	"Low"	"30-34"	0.00195006718219256	2.5	0.00970303200028399	0.990296967999716	1e+05	970.3032000284	497574.241999929	4390207.76491224	43.9020776491224
"Denmark"	"2001-2005"	"Male"	"Low"	"35-39"	0.00278198985948202	2.5	0.0138138741528765	0.986186125847124	99029.6967999716	1367.98376899232	491728.524577377	3892633.52291231	39.3077394831873
"Denmark"	"2001-2005"	"Male"	"Low"	"40-44"	0.0037576910774304	2.5	0.0186135950371768	0.981386404962823	97661.7130309793	1817.83557699563	483763.976212407	3400904.99833493	34.8233191164293
"Denmark"	"2001-2005"	"Male"	"Low"	"45-49"	0.00591131746891958	2.5	0.0291261525092717	0.970873847490728	95843.8774539837	2791.56339180468	472240.478790407	2917141.02212252	30.4363836231802
"Denmark"	"2001-2005"	"Male"	"Low"	"50-54"	0.0089009815856106	2.5	0.0435361223692588	0.956463877630741	93052.314062179	4051.13693175373	455133.727981511	2444900.54333212	26.2744733215167
"Denmark"	"2001-2005"	"Male"	"Low"	"55-59"	0.0120655752749527	2.5	0.058561432931649	0.941438567068351	89001.1771304252	5212.03646536121	431975.794488723	1989766.81535061	22.3566348165793
"Denmark"	"2001-2005"	"Male"	"Low"	"60-64"	0.0174052629427623	2.5	0.0833974292516244	0.916602570748376	83789.140665064	6987.79893066909	401476.205998647	1557791.02086188	18.5918009004167
"Denmark"	"2001-2005"	"Male"	"Low"	"65-69"	0.0263172614681562	2.5	0.123463269479282	0.876536730520718	76801.341734395	9482.14475092401	360301.346794665	1156314.81486323	15.0559194507586
"Denmark"	"2001-2005"	"Male"	"Low"	"70-74"	0.0424321099328591	2.5	0.191812976410317	0.808187023589683	67319.1969834709	12912.695542952	304314.246059975	796013.46806857	11.8244646956204
"Denmark"	"2001-2005"	"Male"	"Low"	"75-79"	0.068628816517475	2.5	0.292892003643638	0.707107996356362	54406.501440519	15935.2292181541	232194.43415721	491699.222008595	9.03750855118217
"Denmark"	"2001-2005"	"Male"	"Low"	"80-84"	0.109508051877546	2.5	0.429857983496069	0.570142016503931	38471.2722223649	16537.1835000341	151013.402361739	259504.787851386	6.74541736887311
"Denmark"	"2001-2005"	"Male"	"Low"	"85-89"	0.173006832261372	2.5	0.603856088691299	0.396143911308701	21934.0887223308	13245.0330248746	76557.8610494674	108491.385489647	4.94624540198896
"Denmark"	"2001-2005"	"Male"	"Low"	"90+"	0.272098236877465	3.67514325515579	1	0	8689.05569745618	8689.05569745618	31933.5244401791	31933.5244401791	3.67514325515579
"Denmark"	"2006-2010"	"Female"	"Middle"	"30-34"	0.000285813510996349	2.5	0.00142804716704504	0.998571952832955	1e+05	142.804716704501	499642.988208239	5254426.04767029	52.5442604767029
"Denmark"	"2006-2010"	"Female"	"Middle"	"35-39"	0.000558069702328507	2.5	0.00278646091311171	0.997213539086888	99857.1952832955	278.248171549872	498590.355987603	4754783.05946205	47.6158282432497
"Denmark"	"2006-2010"	"Female"	"Middle"	"40-44"	0.000938087519094468	2.5	0.00467946323034123	0.995320536769659	99578.9471117456	465.976021525508	496729.795504914	4256192.70347444	42.7418930097566
"Denmark"	"2006-2010"	"Female"	"Middle"	"45-49"	0.00175555567632131	2.5	0.00873942202673954	0.991260577973261	99112.9710902201	866.190082681453	493399.380244397	3759462.90796953	37.9310888031737
"Denmark"	"2006-2010"	"Female"	"Middle"	"50-54"	0.00320080306213755	2.5	0.0158769676936594	0.984123032306341	98246.7810075387	1559.86096806273	487334.252617537	3266063.52772513	33.2434660375745
"Denmark"	"2006-2010"	"Female"	"Middle"	"55-59"	0.00498358896929817	2.5	0.0246113131743518	0.975388686825648	96686.9200394759	2379.59206895504	477485.620024992	2778729.2751076	28.7394538369107
"Denmark"	"2006-2010"	"Female"	"Middle"	"60-64"	0.00712963661033768	2.5	0.0350239136099121	0.964976086390088	94307.3279705209	3303.01170762118	463279.110583552	2301243.6550826	24.4015359633765
"Denmark"	"2006-2010"	"Female"	"Middle"	"65-69"	0.0113064786907783	2.5	0.0549783641958073	0.945021635804193	91004.3162628997	5003.26844289215	442513.410207268	1837964.54449905	20.196454629574
"Denmark"	"2006-2010"	"Female"	"Middle"	"70-74"	0.0191845842558132	2.5	0.0915328710852856	0.908467128914714	86001.0478200076	7871.92282330822	410325.432041767	1395451.13429178	16.2259782835709
"Denmark"	"2006-2010"	"Female"	"Middle"	"75-79"	0.0344521319076273	2.5	0.158600358370217	0.841399641629783	78129.1249966993	12391.307223628	359667.356924427	985125.702250018	12.60894323713
"Denmark"	"2006-2010"	"Female"	"Middle"	"80-84"	0.0606024150938786	2.5	0.263144148219574	0.736855851780426	65737.8177730713	17298.5220637084	285442.783706086	625458.345325591	9.51443729824877
"Denmark"	"2006-2010"	"Female"	"Middle"	"85-89"	0.106914015341201	2.5	0.421823078887404	0.578176921112596	48439.2957093629	20432.8128552609	191114.446408662	340015.561619505	7.01941588208895
"Denmark"	"2006-2010"	"Female"	"Middle"	"90+"	0.18808779782774	5.31666600145879	1	0	28006.4828541021	28006.4828541021	148901.115210843	148901.115210843	5.31666600145879
"Denmark"	"2006-2010"	"Female"	"High"	"30-34"	0.000254484788015989	2.5	0.00127161492344437	0.998728385076556	1e+05	127.161492344443	499682.096269139	5473902.78593634	54.7390278593634
"Denmark"	"2006-2010"	"Female"	"High"	"35-39"	0.000383031009804767	2.5	0.00191332289402338	0.998086677105977	99872.8385076556	191.088988407791	498886.470067258	4974220.6896672	49.8055403650705
"Denmark"	"2006-2010"	"Female"	"High"	"40-44"	0.00063442337156958	2.5	0.00316709366224969	0.99683290633775	99681.7495192478	315.701437144366	497619.494003378	4475334.21959994	44.8962246467774
"Denmark"	"2006-2010"	"Female"	"High"	"45-49"	0.00116979376241063	2.5	0.00583191347204684	0.994168086527953	99366.0480821034	579.494194474071	495381.504924332	3977714.72559657	40.0309240668391
"Denmark"	"2006-2010"	"Female"	"High"	"50-54"	0.00219843219114572	2.5	0.0109320773786652	0.989067922621335	98786.5538876293	1079.94225107125	491232.913810469	3482333.22067223	35.2510851287861
"Denmark"	"2006-2010"	"Female"	"High"	"55-59"	0.0035961822747651	2.5	0.0178206952032903	0.98217930479671	97706.6116365581	1741.19974532137	484180.058819487	2991100.30686177	30.6130798802833
"Denmark"	"2006-2010"	"Female"	"High"	"60-64"	0.00552290939605027	2.5	0.0272384581392731	0.972761541860727	95965.4118912367	2613.94985461755	473292.18481964	2506920.24804228	26.1231645718722
"Denmark"	"2006-2010"	"Female"	"High"	"65-69"	0.00854179605552525	2.5	0.0418160204806282	0.958183979519372	93351.4620366192	3903.58664841985	456998.343562046	2033628.06322264	21.7846407421547
"Denmark"	"2006-2010"	"Female"	"High"	"70-74"	0.0144860430238088	2.5	0.069898821770347	0.930101178229653	89447.8753881993	6252.30109949595	431608.624192257	1576629.71966059	17.626240006463
"Denmark"	"2006-2010"	"Female"	"High"	"75-79"	0.0292281115936966	2.5	0.136189176823365	0.863810823176635	83195.5742887034	11330.3367777257	387652.029499203	1145021.09546834	13.7630048864728
"Denmark"	"2006-2010"	"Female"	"High"	"80-84"	0.0500098120517317	2.5	0.222260985038178	0.777739014961822	71865.2375109777	15972.8384791925	319394.091356907	757369.065969134	10.5387401781486
"Denmark"	"2006-2010"	"Female"	"High"	"85-89"	0.0915015832043432	2.5	0.372334846239147	0.627665153760853	55892.3990317852	20810.6877994368	227435.275660334	437974.974612226	7.8360382126943
"Denmark"	"2006-2010"	"Female"	"High"	"90+"	0.166627535837621	6.00140904066722	1	0	35081.7112323484	35081.7112323484	210539.698951892	210539.698951892	6.00140904066722
"Denmark"	"2006-2010"	"Female"	"Low"	"30-34"	0.000993192541474552	2.5	0.00495366285487166	0.995046337145128	1e+05	495.366285487165	498761.584286282	4948592.13155186	49.4859213155186
"Denmark"	"2006-2010"	"Female"	"Low"	"35-39"	0.00127022694645835	2.5	0.00633103011964969	0.99366896988035	99504.6337145128	629.966833091283	495948.251489836	4449830.54726557	44.7198324455172
"Denmark"	"2006-2010"	"Female"	"Low"	"40-44"	0.00232992036754062	2.5	0.0115821381885402	0.98841786181146	98874.6668814216	1145.18005516651	491510.384269191	3953882.29577574	39.9888305112325
"Denmark"	"2006-2010"	"Female"	"Low"	"45-49"	0.00342954354278918	2.5	0.0170019454335051	0.982998054566495	97729.486826255	1661.59140226444	484493.455625614	3462371.91150655	35.4281192293786
"Denmark"	"2006-2010"	"Female"	"Low"	"50-54"	0.00517752409901343	2.5	0.02555681789372	0.97444318210628	96067.8954239906	2455.18970878387	474201.502847993	2977878.45588093	30.9976443507815
"Denmark"	"2006-2010"	"Female"	"Low"	"55-59"	0.00768939931638852	2.5	0.0377218506504317	0.962278149349568	93612.7057152067	3531.24450397184	459235.417316104	2503676.95303294	26.7450548929731
"Denmark"	"2006-2010"	"Female"	"Low"	"60-64"	0.0108871540652289	2.5	0.0529934019962112	0.947006598003789	90081.4612112349	4773.72308637308	438472.998340242	2044441.53571683	22.6954748316389
"Denmark"	"2006-2010"	"Female"	"Low"	"65-69"	0.0156330678577132	2.5	0.0752253324707308	0.924774667529269	85307.7381248618	6417.30296276876	410495.433217387	1605968.53737659	18.8255904174366
"Denmark"	"2006-2010"	"Female"	"Low"	"70-74"	0.0246976131219897	2.5	0.116306813878399	0.883693186121601	78890.435162093	9175.49515918343	371513.437912507	1195473.10415921	15.1535873988135
"Denmark"	"2006-2010"	"Female"	"Low"	"75-79"	0.0414902593693923	2.5	0.187955491605434	0.812044508394566	69714.9400029096	13103.3058204902	315816.435463323	823959.666246699	11.8189826486591
"Denmark"	"2006-2010"	"Female"	"Low"	"80-84"	0.067083792709162	2.5	0.287245217052234	0.712754782947766	56611.6341824194	16261.4211484108	242404.61804107	508143.230783376	8.97595058192435
"Denmark"	"2006-2010"	"Female"	"Low"	"85-89"	0.116774674590209	2.5	0.451936522171134	0.548063477828866	40350.2130340087	18235.7349474542	156161.727801408	265738.612742306	6.58580445457206
"Denmark"	"2006-2010"	"Female"	"Low"	"90+"	0.201816999073137	4.95498399338307	1	0	22114.4780865544	22114.4780865544	109576.884940898	109576.884940898	4.95498399338307
"Denmark"	"2006-2010"	"Male"	"Middle"	"30-34"	0.000669841540446411	2.5	0.00334360848259049	0.996656391517409	1e+05	334.36084825905	499164.097879352	4787305.60513585	47.8730560513585
"Denmark"	"2006-2010"	"Male"	"Middle"	"35-39"	0.000932875357802487	2.5	0.00465352389459191	0.995346476105408	99665.639151741	463.796433262411	497168.704675549	4288141.50725649	43.025274746172
"Denmark"	"2006-2010"	"Male"	"Middle"	"40-44"	0.00154088979017583	2.5	0.00767488357651951	0.992325116423481	99201.8427184785	761.362593440514	494105.807108791	3790972.80258095	38.2147417698602
"Denmark"	"2006-2010"	"Male"	"Middle"	"45-49"	0.00277906167176649	2.5	0.0137994346589506	0.986200565341049	98440.480125038	1358.42297328118	488806.343191987	3296866.99547215	33.4909682610701
"Denmark"	"2006-2010"	"Male"	"Middle"	"50-54"	0.00535653502954778	2.5	0.0264287587180867	0.973571241281913	97082.0571517568	2565.75826431929	478995.890097986	2808060.65228017	28.9246101150356
"Denmark"	"2006-2010"	"Male"	"Middle"	"55-59"	0.0082976963712735	2.5	0.0406453254329813	0.959354674567019	94516.2988874376	3841.64572700084	462977.380119686	2329064.76218218	24.6419378413869
"Denmark"	"2006-2010"	"Male"	"Middle"	"60-64"	0.0125093517340668	2.5	0.0606500273580768	0.939349972641923	90674.6531604367	5499.42019486461	439624.715315022	1866087.38206249	20.5800333061181
"Denmark"	"2006-2010"	"Male"	"Middle"	"65-69"	0.0191550191736397	2.5	0.091398257434224	0.908601742565776	85175.2329655721	7784.86786960736	406413.995153842	1426462.66674747	16.7473879093944
"Denmark"	"2006-2010"	"Male"	"Middle"	"70-74"	0.031672456043808	2.5	0.146743002016296	0.853256997983704	77390.3650959647	11356.494501319	358560.589226526	1020048.67159363	13.1805641481179
